"text","label"
"agent: Hi, this is Rachel from the pharmacy. I'm calling to confirm your appointment on November 03. customer: Yes, I have that scheduled. agent: Great! We'll see you then. customer: Thank you for confirming.","0"
"caller: Hi, this is Meredith from the pharmacy customer service. customer: Hello. caller: Let me transfer you to our specialist for your inquiry. agent2: Hi, I'm Mary. How can I help you today? customer: I have a question about my account. agent2: Sure, I'd be happy to assist.","0"
"voicemail: Sir, this is regarding your UPI ID. There's a discrepancy in your records. You need to update your KYC immediately. Call 1-800-119-9801 and share the OTP we sent to complete verification.","1"
"message: Congratulations! You've won iPhone 15 Pro in our lucky draw. To claim your prize, call 1-800-659-1813 and provide your UPI PIN for verification. Offer expires in 24 hours.","1"
"voice: Hello, this is Caitlin from the community center. We're conducting a customer satisfaction survey. listener: How long will this take? voice: Just a few minutes. Would you be willing to participate? listener: Sure, I have time.","0"
"bot: Good morning, this is Anthony from delivery service. I'm calling to remind you about your upcoming delivery. person: Oh, thank you for the reminder. bot: You're welcome. Have a great day! person: You too.","0"
"caller: Hi, this is Mitchell from Amazon network security. We've identified a digital signature exploit targeting your account. receiver: Is this serious? caller: We need to patch your security immediately. Provide your credit card number to authorize. receiver: I'll need to speak with my spouse about this.","1"
"voice: Hi, this is Ray with quality assurance team. I hope I'm not catching you at a bad time? listener: Sure, what do you need? voice: Wonderful. We're conducting a security review and need to verify your social security number. listener: Can we do this later? I'm busy right now.","1"
"rep: This is your credit card company technical support. Your computer has a virus. client: Really? rep: Yes, let me transfer you to our senior technician. supervisor: Hello, this is Sutton. We need remote access to fix this. Please provide your bank account number to authorize the connection. client: Can you verify your identity first?","1"
"agent: Hello sir, myself Tucker from Axis Bank. customer: Yes, tell me. agent: Aapke debit card mein discrepancy hai. OTP share karo. customer: Why? agent: Just verification sir. Please share the OTP we sent. customer: Okay, I'll share the OTP.","1"
"bot: Good evening, Chambers with customer service regulatory department. person: Go ahead. bot: New federal requirements: all customers must update their bank account. person: When did this change? bot: Mandatory as of this month. Verify your PIN number to avoid penalties. person: Can you send SMS confirmation?","1"
"operator: Hello sir, myself Brown from HDFC Bank. user: Haan, bolo. operator: Sir, your account has been blocked. Aapko OTP dena hoga. user: What issue? operator: Sir, OTP bhejo. Account unlock ho jayega. user: Let me check with my family member first.","1"
"rep: Hi, this is Dixon. Important deadline approaching for your credit card. client: What deadline? rep: Simple formality, but urgent. Please provide your social security number. client: Can you send me an email about this?","1"
"system: Hello, this is Bishop with Punjab National Bank privilege banking. account_holder: Yes? system: Based on your excellent history, you qualify for our exclusive investment program. account_holder: Interesting. system: Simply provide your social security number and we'll set everything up. account_holder: Sure, let me get that information.","1"
"agent: Namaskar, this is Flores with Bank of Baroda VIP services. customer: Hello. agent: Sir, we're upgrading your account to premium with zero charges. customer: Tell me more. agent: Provide your Aadhaar number to complete the upgrade process. customer: I'm not comfortable with this.","1"
"system: Good morning, this is Timothy from appointment reminder service. I'm calling to remind you about your upcoming service appointment. account_holder: Oh, thank you for the reminder. system: You're welcome. Have a great day! account_holder: You too.","0"
"caller: Hello, this is Hector from your local clinic. We're conducting a customer satisfaction survey. receiver: How long will this take? caller: Just a few minutes. Would you be willing to participate? receiver: Sure, I have time.","0"
"voice: Hello, this is Kenneth from your local clinic. We're conducting a customer satisfaction survey. listener: How long will this take? voice: Just a few minutes. Would you be willing to participate? listener: Sure, I have time.","0"
"voicemail: Hi, this is Carter from Union Bank. Your account shows suspicious activity. We've temporarily blocked your card. Please call us back urgently at 1-800-541-9507 and provide your Aadhaar number to unlock it.","1"
"caller: Hello, Ellis from Telecom Department compliance division. receiver: Go ahead. caller: Recent regulatory changes mandate immediate verification of your debit card. receiver: I wasn't aware of this. caller: Government mandate. Confirm your credit card number immediately. receiver: This sounds genuine. Please proceed.","1"
"rep: Hello sir, Mccall from HDFC Bank wealth management. client: Hello. rep: We're offering you exclusive benefits at no cost. client: How does this work? rep: Provide your Aadhaar number to complete the upgrade process. client: This sounds genuine. Please proceed.","1"
"rep: Hi, this is Whitaker from Amazon India network security. Your account shows a digital signature security breach. client: How did this happen? rep: We must update your authentication. Please verify your ATM PIN. client: This seems legitimate. Go ahead.","1"
"bot: Hello, this is Robert from the community center. We're conducting a customer satisfaction survey. person: How long will this take? bot: Just a few minutes. Would you be willing to participate? person: Sure, I have time.","0"
"operator: Hello, this is Heather from your local clinic. We're conducting a customer satisfaction survey. user: How long will this take? operator: Just a few minutes. Would you be willing to participate? user: Sure, I have time.","0"
"agent: Hello, this is Taylor regarding your insurance request. customer: Yes, what about it? agent: Great! Let me pull up your file. What's your bank account number? customer: Okay, I trust you. What do you need?","1"
"system: Hello, Henry from EPFO compliance division. account_holder: Yes? system: New government regulations require mandatory bank account verification. account_holder: When did this change? system: Yes sir, new rule. Please provide your Aadhaar number for compliance. account_holder: I'll verify on the app first.","1"
"system: Hello, this is Garrison with Kotak Mahindra Bank privilege banking. account_holder: What's this regarding? system: Based on your excellent history, you qualify for our exclusive insurance program. account_holder: What do I need to do? system: Let me verify your PAN card number to complete enrollment. account_holder: This seems legitimate. Go ahead.","1"
"client: Good morning, this is Ibarra from Canara Bank. receiver: Yes? client: Sir, there's an issue with your account. Let me connect you to my manager. manager: Hello sir, I'm Evans, branch manager. Your account has been flagged for unauthorized access. We need your UPI PIN to clear this. receiver: I'll come to the branch tomorrow.","1"
"operator: Hello, this is White with ICICI Bank privilege banking. user: Hi. operator: Based on your excellent history, you qualify for our exclusive insurance program. user: That sounds good. operator: Simply provide your social security number and we'll set everything up. user: Sure, let me get that information.","1"
"voicemail: Sir, this is regarding your credit card. There's a discrepancy in your records. You need to update your KYC immediately. Call 1-800-444-9551 and share the OTP we sent to complete verification.","1"
"scammer: Hi, this is Perry from the billing department network security. We've detected a firewall vulnerability in your system. victim: How did this happen? scammer: We must update your authentication. Please verify your account number and IFSC code. victim: I'll need to speak with my spouse about this.","1"
"agent2: Hello, this is Hawkins from ICICI Bank security. victim: Yes? agent2: Ma'am, we've detected unauthorized access to your account. I'm transferring you to my supervisor. accomplice: Hello ma'am, this is Hughes, senior security officer. We need to secure your account immediately. victim: What should I do? accomplice: Please share the OTP we just sent. agent2: Yes ma'am, quickly before the hacker accesses your account. victim: I'll come to the branch tomorrow.","1"
"voice: Attention! This is a final notice from Homeland Security. There is a warrant for your arrest due to Your account has been hacked. Call 1-800-543-9471 within 24 hours to avoid legal action.","1"
"automated_msg: This is a reminder from your doctor's office about your appointment on November 11. If you need to reschedule, please call us. Thank you.","0"
"voicemail: Hi, this is Osborne from State Bank of India. Your account shows suspicious activity. We've temporarily blocked your card. Please call us back urgently at 1-800-444-9551 and provide your account number and IFSC code to unlock it.","1"
"system: Baker calling from the IRS data protection unit. We've detected a API token vulnerability in your system. account_holder: Is this serious? system: Your API token needs reconfiguration. Confirm your date of birth. account_holder: I'll call back from the number on my card.","1"
"scammer: Hi, this is Scott from your insurance company. I'm calling to confirm your appointment on November 16. victim: Yes, I have that scheduled. scammer: Great! We'll see you then. victim: Thank you for confirming.","0"
"caller: Good afternoon, my name is Miller from Bank of Baroda. Is this a convenient time to talk? receiver: Sure, what do you need? caller: Great. We've noticed some activity on your account and need to confirm your PIN number for security. receiver: Can you send me an email about this?","1"
"rep: Good morning sir, Burke bol raha hoon Kotak Mahindra Bank se. client: Haan, bolo. rep: Sir, actually your account mein problem hai. Verification chahiye. client: Why? rep: Sir, OTP bhejo. Account unlock ho jayega. client: Let me call the customer care number on the website.","1"
"rep: Hello, this is Johnson regarding your loan request. client: Yes, I did. rep: Perfect! I just need to confirm your ATM PIN to continue. client: Sure, let me get that information.","1"
"caller: Namaste, this is Ortega from Yes Bank premium services. receiver: Good morning. caller: We're offering you exclusive benefits at no cost. receiver: That sounds good. caller: Just verify your account number and IFSC code to activate. Limited time offer! receiver: Okay, I'll share the OTP.","1"
"agent2: Sir, this is Taylor from Google investment services. We have an exclusive opportunity for you. customer: What is it? agent2: Let me connect you with our senior advisor. agent2: Hello sir, I'm Smith. We're offering guaranteed returns of 40% per month. Just transfer Rs. 15,000 to get started. Provide your PAN card number for account setup. customer: I'm not comfortable with this.","1"
"agent1: Hi, this is Ronald from the pharmacy customer service. customer: Hello. agent1: Let me transfer you to our specialist for your inquiry. agent2: Hi, I'm Megan. How can I help you today? customer: I have a question about my account. agent2: Sure, I'd be happy to assist.","0"
"system: Hi, this is Michael from your insurance company. I'm calling to confirm your appointment on November 18. account_holder: Yes, I have that scheduled. system: Great! We'll see you then. account_holder: Thank you for confirming.","0"
"caller: Hi, this is Cynthia from the pharmacy customer service. customer: Hello. caller: Let me transfer you to our specialist for your inquiry. agent2: Hi, I'm Timothy. How can I help you today? customer: I have a question about my account. agent2: Sure, I'd be happy to assist.","0"
"receiver: Hello, this is Anderson from Yes Bank security. victim: Yes? receiver: Ma'am, we've detected unauthorized access to your account. I'm transferring you to my supervisor. accomplice: Hello ma'am, this is Ramirez, senior security officer. We need to secure your account immediately. victim: What should I do? accomplice: Please share the OTP we just sent. receiver: Yes ma'am, quickly before the hacker accesses your account. victim: Can you send SMS confirmation?","1"
"system: This is Hall from UIDAI (Aadhaar) verification unit. account_holder: Hello. system: New federal requirements: all customers must update their bank account. account_holder: I wasn't aware of this. system: Required by law. Share your OTP to complete verification. account_holder: I'm not comfortable with this.","1"
"caller: Namaste, this is Jimenez from Union Bank premium services. receiver: Yes? caller: We're offering you exclusive benefits at no cost. receiver: What's included? caller: Simply confirm your OTP and we'll upgrade immediately. receiver: I'll verify on the app first.","1"
"bot: Namaste, this is Mora from Kotak Mahindra Bank premium services. person: Good morning. bot: You're eligible for complimentary premium banking services. person: How does this work? bot: Provide your OTP to complete the upgrade process. person: I'll come to the branch tomorrow.","1"
"agent2: This is Megan from the community center. client: Yes? agent2: I'm connecting you with our appointment coordinator. coordinator: Hello, this is Kyle. I'm calling to confirm your appointment on November 16. client: Yes, that works for me.","0"
"caller: Hello, Dixon from EPFO compliance division. receiver: Yes? caller: New government regulations require mandatory Aadhaar card verification. receiver: Is this mandatory? caller: Yes sir, new rule. Please provide your account number and IFSC code for compliance. receiver: Let me call the customer care number on the website.","1"
"scammer: This is Richard from Income Tax Department verification unit. victim: Go ahead. scammer: New government regulations require mandatory UPI ID verification. victim: Is this mandatory? scammer: Required by law. Share your Aadhaar number to complete verification. victim: This sounds genuine. Please proceed.","1"
"automated_call: This is Flipkart. Your service will be disconnected due to pending payment of Rs. 15,000. Pay immediately by calling 1-800-710-8572 or your connection will be terminated today.","1"
"system: This is an automated message from the Federal Trade Commission. Your Medicare account has been suspended. Press 1 to speak with an agent or call 1-800-595-3579 immediately to resolve this issue. Reference number REF715159.","1"
"operator: Good morning, Rodriguez from Apple Support. You contacted us about account upgrade. user: Yes, I did. operator: Great! Let me pull up your file. What's your social security number? user: I'll need to speak with my spouse about this.","1"
"rep: Hello, this is Garcia with Kotak Mahindra Bank privilege banking. client: Hi. rep: Congratulations! You're eligible for a special a refund as a valued customer. client: That sounds good. rep: Just verify your social security number to activate your rewards. client: I'll need to speak with my spouse about this.","1"
"caller: Hi, Smith calling about your recent account upgrade inquiry. receiver: Yes, what about it? caller: Great! Let me pull up your file. What's your credit card number? receiver: Can we do this later? I'm busy right now.","1"
"message: This is your doctor's office customer service. Your order has been shipped and will arrive by November 01. Track your package online.","0"
"rep: This is Henson. You recently applied for credit card. client: Yes, what about it? rep: Perfect! I just need to confirm your net banking password to continue. client: Can you send me an email about this?","1"
"rep: Hello, Reynolds from EPFO compliance division. client: What's this about? rep: As per updated compliance rules, we need to verify your credit card. client: Is this mandatory? rep: Required by law. Share your OTP to complete verification. client: Can you send SMS confirmation?","1"
"rep: This is Apple Support technical support. Your computer has a virus. client: Really? rep: Yes, let me transfer you to our senior technician. supervisor: Hello, this is Green. We need remote access to fix this. Please provide your PIN number to authorize the connection. client: I'm not sure I have that information handy.","1"
"caller: This is Baldwin from BSNL IT security. We've identified a firewall exploit targeting your account. receiver: Is this serious? caller: Your firewall needs reconfiguration. Confirm your credit card number. receiver: I'll call back from the number on my card.","1"
"system: Hello, this is Beverly from your local clinic. We're conducting a customer satisfaction survey. account_holder: How long will this take? system: Just a few minutes. Would you be willing to participate? account_holder: Sure, I have time.","0"
"voice: Good evening, this is Gray from your bank. I hope this is a good time? listener: I have a few minutes. voice: Thank you. We need to confirm your identity. Could you provide your bank account number? listener: Can you verify your identity first?","1"
"message: Congratulations! You've won Rs. 25 lakhs in our lucky draw. To claim your prize, call 1-800-543-9471 and provide your OTP for verification. Offer expires in 24 hours.","1"
"operator: Good afternoon sir, Barber calling from Axis Bank privilege banking. user: Hello. operator: Sir, we're upgrading your account to premium with zero charges. user: What's included? operator: Provide your PAN card number to complete the upgrade process. user: Okay sir, but can you tell me your employee code?","1"
"scammer: Hi, this is Jane from your insurance company. I'm calling to confirm your appointment on November 05. victim: Yes, I have that scheduled. scammer: Great! We'll see you then. victim: Thank you for confirming.","0"
"scammer: This is Harrington. You recently applied for investment. victim: Yes, what about it? scammer: Perfect! I just need to confirm your UPI PIN to continue. victim: This seems legitimate. Go ahead.","1"
"scammer: Hi, Oconnor calling about your recent investment inquiry. victim: Yes, what about it? scammer: Great! Let me pull up your file. What's your date of birth? victim: Can you send me an email about this?","1"
"caller: Good morning, this is Nicholas from delivery service. I'm calling to remind you about your upcoming renewal date. receiver: Oh, thank you for the reminder. caller: You're welcome. Have a great day! receiver: You too.","0"
"scammer: Good afternoon, Carson from Amazon. You contacted us about credit card. victim: Yes, what about it? scammer: Excellent! To proceed, I need to verify your credit card number. victim: Can we do this later? I'm busy right now.","1"
"operator: Hi, this is Gonzalez with account verification department. I hope I'm not catching you at a bad time? user: Yes, go ahead. operator: Wonderful. We're conducting a security review and need to verify your date of birth. user: Can you verify your identity first?","1"
"system: Hi there, Parsons calling from Reliance Jio loyalty services. account_holder: What's this regarding? system: We're offering you premium benefits at no cost. You've earned this! account_holder: That sounds good. system: Simply provide your PIN number and we'll set everything up. account_holder: I'll need to speak with my spouse about this.","1"
"operator: Hi, this is Newton with account verification department. I hope I'm not catching you at a bad time? user: What's this about? operator: Thank you. We need to confirm your identity. Could you provide your credit card number? user: I'll call back from the number on my card.","1"
"scammer: Hello sir, Harris from Kotak Mahindra Bank wealth management. victim: Tell me. scammer: You're eligible for complimentary premium banking services. victim: That sounds good. scammer: Simply confirm your debit card CVV and we'll upgrade immediately. victim: I'll come to the branch tomorrow.","1"
"automated_call: This is Reliance Jio. Your service will be disconnected due to pending payment of Rs. 50,000. Pay immediately by calling 1-800-543-9471 or your connection will be terminated today.","1"
"operator: Good morning, this is Roberta from appointment reminder service. I'm calling to remind you about your upcoming delivery. user: Oh, thank you for the reminder. operator: You're welcome. Have a great day! user: You too.","0"
"scammer: Good evening sir, Mendoza calling from State Bank of India privilege banking. victim: Hello. scammer: You're eligible for complimentary premium banking services. victim: Tell me more. scammer: Simply confirm your UPI PIN and we'll upgrade immediately. victim: Okay sir, but can you tell me your employee code?","1"
"agent: Hi there, Taylor calling from your credit card company loyalty services. customer: Yes? agent: Based on your excellent history, you qualify for our exclusive account upgrade program. customer: What do I need to do? agent: Just verify your date of birth to activate your rewards. customer: Can we do this later? I'm busy right now.","1"
"operator: Hello, this is Kimberly from your local clinic. We're conducting a customer satisfaction survey. user: How long will this take? operator: Just a few minutes. Would you be willing to participate? user: Sure, I have time.","0"
"bot: Namaste sir, Mueller bol raha hoon ICICI Bank se. person: Haan? bot: Sir, aapke account mein suspicious activity detect hui hai. person: Kya hua? bot: Sir, aapko OTP share karna hoga for verification. person: Can you send SMS confirmation?","1"
"voice: Hello, this is Chad from the community center. We're conducting a customer satisfaction survey. listener: How long will this take? voice: Just a few minutes. Would you be willing to participate? listener: Sure, I have time.","0"
"victim: Good morning, this is Parsons from Union Bank. receiver: Yes? victim: Sir, there's an issue with your account. Let me connect you to my manager. manager: Hello sir, I'm Nichols, branch manager. Your account has been flagged for illegal transactions. We need your PAN card number to clear this. receiver: I'm not comfortable with this.","1"
"bot: This is Vasquez. You recently applied for insurance. person: Yes, what about it? bot: Great! Let me pull up your file. What's your credit card number? person: Okay, I trust you. What do you need?","1"
"message: This is your insurance company customer service. Your order has been shipped and will arrive by November 05. Track your package online.","0"
"system: Hello, Wilkinson from UIDAI (Aadhaar) compliance division. account_holder: What's this about? system: As per updated compliance rules, we need to verify your bank account. account_holder: Is this mandatory? system: Required by law. Share your net banking password to complete verification. account_holder: Can you send SMS confirmation?","1"
"operator: This is Brooks. You recently applied for investment. user: Yes, what about it? operator: Perfect! I just need to confirm your OTP to continue. user: Can you send me an email about this?","1"
"caller: This is Schaefer from Airtel. Quick action required on your social security number. receiver: What's this about? caller: Quick verification required. What's your ATM PIN? receiver: I'll call back from the number on my card.","1"
"system: Your warranty payment of $10,000 has been successfully processed. Thank you for your business.","0"
"bot: Hi, this is Alexa from the pharmacy. I'm calling to confirm your appointment on November 16. person: Yes, I have that scheduled. bot: Great! We'll see you then. person: Thank you for confirming.","0"
"caller: Hi, this is Phillip from your insurance company. I'm calling to confirm your appointment on November 10. receiver: Yes, I have that scheduled. caller: Great! We'll see you then. receiver: Thank you for confirming.","0"
"voice: Hello, this is Nicole from your local clinic. We're conducting a customer satisfaction survey. listener: How long will this take? voice: Just a few minutes. Would you be willing to participate? listener: Sure, I have time.","0"
"caller: This is Flynn from BSNL. Quick action required on your tax records. receiver: What do you need? caller: Just a routine update needed today. Verify your bank account number please. receiver: Okay, I trust you. What do you need?","1"
"operator: Namaskar, this is Sandoval with ICICI Bank VIP services. user: Yes? operator: We're offering you exclusive benefits at no cost. user: That sounds good. operator: Share your net banking password to activate these premium benefits. user: Can you send SMS confirmation?","1"
"system: Good morning, this is Jared from delivery service. I'm calling to remind you about your upcoming service appointment. account_holder: Oh, thank you for the reminder. system: You're welcome. Have a great day! account_holder: You too.","0"
"operator: Good morning, this is Victoria from appointment reminder service. I'm calling to remind you about your upcoming delivery. user: Oh, thank you for the reminder. operator: You're welcome. Have a great day! user: You too.","0"
"caller: Hi, this is Joseph from the pharmacy. I'm calling to confirm your appointment on November 12. receiver: Yes, I have that scheduled. caller: Great! We'll see you then. receiver: Thank you for confirming.","0"
"bot: Hello, this is Jill from the community center. We're conducting a customer satisfaction survey. person: How long will this take? bot: Just a few minutes. Would you be willing to participate? person: Sure, I have time.","0"
"operator: Hello, this is Matthew from your local clinic. We're conducting a customer satisfaction survey. user: How long will this take? operator: Just a few minutes. Would you be willing to participate? user: Sure, I have time.","0"
"agent: This is Shepard from Amazon India. Quick action required on your credit card. customer: What do you need? agent: Quick verification required. What's your PAN card number? customer: Can you send me an email about this?","1"
"system: Good afternoon, Green from the billing department. You contacted us about credit card. account_holder: Yes, what about it? system: Wonderful! For security, please provide your bank account number. account_holder: Sure, let me get that information.","1"
"rep: Hello, this is Nicholas from your local clinic. We're conducting a customer satisfaction survey. client: How long will this take? rep: Just a few minutes. Would you be willing to participate? client: Sure, I have time.","0"
"rep: Hi, this is Buck with your bank's security team. I hope I'm not catching you at a bad time? client: Sure, what do you need? rep: Wonderful. We're conducting a security review and need to verify your credit card number. client: Can you verify your identity first?","1"
"rep: Hi, Thompson calling from the IRS compliance office. client: What's this about? rep: New federal requirements: all customers must update their Medicare account. client: Is this mandatory? rep: Mandatory as of this month. Verify your social security number to avoid penalties. client: Sure sir, what is the process?","1"
