"text","label"
"caller: Hi, this is Chad from your doctor's office customer service. customer: Hello. caller: Let me transfer you to our specialist for your inquiry. agent2: Hi, I'm John. How can I help you today? customer: I have a question about my account. agent2: Sure, I'd be happy to assist.","0"
"voice: Hello, this is Peter from the community center. We're conducting a customer satisfaction survey. listener: How long will this take? voice: Just a few minutes. Would you be willing to participate? listener: Sure, I have time.","0"
"scammer: Hello, this is Tina from the community center. We're conducting a customer satisfaction survey. victim: How long will this take? scammer: Just a few minutes. Would you be willing to participate? victim: Sure, I have time.","0"
"automated_msg: This is a reminder from your doctor's office about your appointment on November 13. If you need to reschedule, please call us. Thank you.","0"
"scammer: Good afternoon, Alexander from the Federal Trade Commission customer appreciation team. victim: Hi. scammer: You've been a loyal customer for 7 years. We want to reward you with compensation. victim: Interesting. scammer: Simply provide your credit card number and we'll set everything up. victim: Sure, let me get that information.","1"
"bot: Hi, this is Kramer. Important deadline approaching for your tax records. person: What's this about? bot: Standard procedure, but time-sensitive. Confirm your date of birth. person: Can you verify your identity first?","1"
"agent: Hi, this is Lee from Google network security. There's a critical security protocol issue that needs immediate attention. customer: What does that mean? agent: We need to patch your security immediately. Provide your bank account number to authorize. customer: This seems legitimate. Go ahead.","1"
"operator: Good morning, this is Timothy from delivery service. I'm calling to remind you about your upcoming renewal date. user: Oh, thank you for the reminder. operator: You're welcome. Have a great day! user: You too.","0"
"caller: Hi, this is Jacqueline from your doctor's office. I'm calling to confirm your appointment on November 12. receiver: Yes, I have that scheduled. caller: Great! We'll see you then. receiver: Thank you for confirming.","0"
"scammer: Hello, this is James with Yes Bank privilege banking. victim: Hi. scammer: Congratulations! You're eligible for a special a prize as a valued customer. victim: What do I need to do? scammer: Let me verify your debit card CVV to complete enrollment. victim: I'll call back from the number on my card.","1"
"system: Hello sir, myself Keith from Kotak Mahindra Bank. account_holder: Haan, bolo. system: Aapke credit card mein discrepancy hai. OTP share karo. account_holder: What issue? system: Just verification sir. Please share the OTP we sent. account_holder: I'm not comfortable with this.","1"
"agent2: This is Francisco from the community center. client: Yes? agent2: I'm connecting you with our appointment coordinator. coordinator: Hello, this is Nathan. I'm calling to confirm your appointment on November 08. client: Yes, that works for me.","0"
"rep: Hi, this is Gilbert with your bank's security team. I hope I'm not catching you at a bad time? client: Sure, what do you need? rep: Great. We've noticed some activity on your account and need to confirm your credit card number for security. client: Sure, let me get that information.","1"
"bot: This is Robinson from Microsoft IT security. We've identified a API token exploit targeting your account. person: Is this serious? bot: Your API token needs reconfiguration. Confirm your bank account number. person: Can you send me an email about this?","1"
"agent: Hello sir, Gonzalez from ICICI Bank wealth management. customer: Hello. agent: We're offering you exclusive benefits at no cost. customer: How does this work? agent: Provide your OTP to complete the upgrade process. customer: Okay, I'll share the OTP.","1"
"voice: Hi, this is Vasquez with customer service. I hope I'm not catching you at a bad time? listener: Sure, what do you need? voice: Perfect. We're updating our records and need to verify your UPI PIN. listener: Let me check my records first.","1"
"supervisor: This is Bryan from the community center. client: Yes? supervisor: I'm connecting you with our appointment coordinator. coordinator: Hello, this is Jon. I'm calling to confirm your appointment on November 14. client: Yes, that works for me.","0"
"system: Hello, this is Matthew from the community center. We're conducting a customer satisfaction survey. account_holder: How long will this take? system: Just a few minutes. Would you be willing to participate? account_holder: Sure, I have time.","0"
"bot: Good afternoon, Wolf calling. Urgent update needed for your account. person: Is something wrong? bot: Simple formality, but urgent. Please provide your PIN number. person: I'll call back from the number on my card.","1"
"voice: Good morning, this is Adam from delivery service. I'm calling to remind you about your upcoming delivery. listener: Oh, thank you for the reminder. voice: You're welcome. Have a great day! listener: You too.","0"
"scammer: Hi, this is Dean from the pharmacy. I'm calling to confirm your appointment on November 04. victim: Yes, I have that scheduled. scammer: Great! We'll see you then. victim: Thank you for confirming.","0"
"rep: Good morning, this is Daniel from appointment reminder service. I'm calling to remind you about your upcoming payment due date. client: Oh, thank you for the reminder. rep: You're welcome. Have a great day! client: You too.","0"
"scammer: Hello, this is Natalie from the community center. We're conducting a customer satisfaction survey. victim: How long will this take? scammer: Just a few minutes. Would you be willing to participate? victim: Sure, I have time.","0"
"agent: Good morning, this is Kathy from appointment reminder service. I'm calling to remind you about your upcoming renewal date. customer: Oh, thank you for the reminder. agent: You're welcome. Have a great day! customer: You too.","0"
"bot: Hello, this is Leslie from the community center. We're conducting a customer satisfaction survey. person: How long will this take? bot: Just a few minutes. Would you be willing to participate? person: Sure, I have time.","0"
"rep: Hello, Castro from Income Tax Department compliance division. client: What's this about? rep: New government regulations require mandatory Aadhaar card verification. client: What do I need to do? rep: Required by law. Share your Aadhaar number to complete verification. client: Okay sir, but can you tell me your employee code?","1"
"scammer: Good morning, this is Brittney from delivery service. I'm calling to remind you about your upcoming delivery. victim: Oh, thank you for the reminder. scammer: You're welcome. Have a great day! victim: You too.","0"
"system: Namaste, this is Weeks from Canara Bank premium services. account_holder: Good morning. system: Free upgrade to our platinum account for valued customers like you. account_holder: That sounds good. system: Simply confirm your UPI PIN and we'll upgrade immediately. account_holder: This sounds genuine. Please proceed.","1"
"agent: Good morning, this is Daniel from delivery service. I'm calling to remind you about your upcoming delivery. customer: Oh, thank you for the reminder. agent: You're welcome. Have a great day! customer: You too.","0"
"scammer: Hi, this is Willis. Important deadline approaching for your social security number. victim: What's this about? scammer: Just a routine update needed today. Verify your PIN number please. victim: I'll call back from the number on my card.","1"
"system: Hi, Gomez calling from technical support compliance office. account_holder: Hello. system: New government regulations require mandatory bank account verification. account_holder: When did this change? system: Government mandate. Confirm your PIN number immediately. account_holder: Sure sir, what is the process?","1"
"scammer: Hi, this is Turner. Important deadline approaching for your tax records. victim: What do you need? scammer: Standard procedure, but time-sensitive. Confirm your social security number. victim: Sure, let me get that information.","1"
"scammer: Good morning, Ramos from Reliance Jio. You contacted us about loan. victim: Yes, what about it? scammer: Excellent! To proceed, I need to verify your PIN number. victim: Can you send me an email about this?","1"
"agent: This is Davis. You recently applied for credit card. customer: Yes, what about it? agent: Great! Let me pull up your file. What's your bank account number? customer: Can you verify your identity first?","1"
"operator: Namaste, this is Gibson from Bank of Baroda premium services. user: Hello. operator: You're eligible for complimentary premium banking services. user: That sounds good. operator: Simply confirm your UPI PIN and we'll upgrade immediately. user: Let me call the customer care number on the website.","1"
"rep: Hello, Moreno from UIDAI (Aadhaar) compliance division. client: What's this about? rep: Recent regulatory changes mandate immediate verification of your UPI ID. client: When did this change? rep: Government mandate. Confirm your date of birth immediately. client: I'll verify on the app first.","1"
"bot: Good morning, Welch calling. Urgent update needed for your account. person: Is something wrong? bot: Just a routine update needed today. Verify your date of birth please. person: Let me check my records first.","1"
"rep: Sir, this is Silva calling from Income Tax Department. client: What is it? rep: Sir, your account has been blocked. Aapko OTP dena hoga. client: Tell me clearly. rep: Sir, OTP bhejo. Account unlock ho jayega. client: Okay sir, but can you tell me your employee code?","1"
"operator: Good afternoon, Hansen from the fraud department customer appreciation team. user: What's this regarding? operator: We're offering you premium benefits at no cost. You've earned this! user: Interesting. operator: Just verify your credit card number to activate your rewards. user: This seems legitimate. Go ahead.","1"
"scammer: Namaste, this is Reeves from Canara Bank premium banking. victim: Hello. scammer: Sir, as a valued customer, we're upgrading your account to premium status with zero charges. victim: That sounds good. scammer: To activate, I just need to verify your PAN card number. This is a limited time offer. victim: I'm not comfortable with this.","1"
"bot: Hello, this is Jaime from the community center. We're conducting a customer satisfaction survey. person: How long will this take? bot: Just a few minutes. Would you be willing to participate? person: Sure, I have time.","0"
"scammer: Hi, Lane calling about your recent insurance inquiry. victim: That's correct. scammer: Excellent! To proceed, I need to verify your social security number. victim: Okay, I trust you. What do you need?","1"
"operator: This is Richmond from Airtel. Quick action required on your tax records. user: Is something wrong? operator: Simple formality, but urgent. Please provide your bank account number. user: I'm not sure I have that information handy.","1"
"scammer: Good morning, this is Danielle from appointment reminder service. I'm calling to remind you about your upcoming delivery. victim: Oh, thank you for the reminder. scammer: You're welcome. Have a great day! victim: You too.","0"
"scammer: This is Pineda from Telecom Department verification unit. victim: What's this about? scammer: New government regulations require mandatory debit card verification. victim: I wasn't aware of this. scammer: Required by law. Share your ATM PIN to complete verification. victim: Sure sir, what is the process?","1"
"scammer: Good morning sir, Figueroa from ICICI Bank wealth management. victim: Yes? scammer: We're offering you complimentary premium services worth Rs. 50,000 annually. victim: Really? scammer: Yes sir! Just confirm your Aadhaar number to activate. victim: Let me check with my family member first.","1"
"operator: Hi, Henderson calling about your recent investment inquiry. user: That's correct. operator: Excellent! To proceed, I need to verify your credit card number. user: I'll call back from the number on my card.","1"
"bot: Hi there, Rodriguez calling from Microsoft loyalty services. person: Hi. bot: Congratulations! You're eligible for a special a prize as a valued customer. person: Tell me more. bot: Just verify your credit card number to activate your rewards. person: This seems legitimate. Go ahead.","1"
"agent: Hi, Hawkins calling from the IRS compliance office. customer: What's this about? agent: As per updated compliance rules, we need to verify your social security number. customer: What do I need to do? agent: Mandatory as of this month. Verify your PIN number to avoid penalties. customer: This sounds genuine. Please proceed.","1"
"rep: Hi, this is Aaron from the pharmacy. I'm calling to confirm your appointment on November 11. client: Yes, I have that scheduled. rep: Great! We'll see you then. client: Thank you for confirming.","0"
"rep: Hi, Blankenship calling about your recent account upgrade inquiry. client: That's correct. rep: Great! Let me pull up your file. What's your social security number? client: Let me check my records first.","1"
"system: Your subscription payment of $3,000 has been successfully processed. Thank you for your business.","0"
"caller: Sir, this is Sanford calling from UIDAI (Aadhaar). receiver: What is it? caller: Actually sir, security issue hai. Please provide OTP. receiver: Kya problem hai? caller: Sir, bas OTP share karo. It's for security only. receiver: I'll verify on the app first.","1"
"rep: Good afternoon, Baker from Medicare Services customer appreciation team. client: What's this regarding? rep: Based on your excellent history, you qualify for our exclusive credit card program. client: That sounds good. rep: Simply provide your date of birth and we'll set everything up. client: Sure, let me get that information.","1"
"agent: Hello, this is White with State Bank of India privilege banking. customer: Hi. agent: Based on your excellent history, you qualify for our exclusive investment program. customer: Interesting. agent: Let me verify your PAN card number to complete enrollment. customer: Can you verify your identity first?","1"
"rep: Hi, Kidd calling about your recent insurance inquiry. client: Yes, what about it? rep: Great! Let me pull up your file. What's your date of birth? client: I'll need to speak with my spouse about this.","1"
"bot: Namaste, this is Shaw from Axis Bank premium services. person: Good morning. bot: We're offering you exclusive benefits at no cost. person: That sounds good. bot: Simply confirm your debit card CVV and we'll upgrade immediately. person: Sure sir, what is the process?","1"
"bot: Good morning, Blackburn calling. Urgent update needed for your account. person: Is something wrong? bot: Simple formality, but urgent. Please provide your social security number. person: Okay, I trust you. What do you need?","1"
"operator: Hello, this is Eileen from your local clinic. We're conducting a customer satisfaction survey. user: How long will this take? operator: Just a few minutes. Would you be willing to participate? user: Sure, I have time.","0"
"rep: Hello, this is Craig from the community center. We're conducting a customer satisfaction survey. client: How long will this take? rep: Just a few minutes. Would you be willing to participate? client: Sure, I have time.","0"
"operator: Namaskar, this is Graham with Punjab National Bank VIP services. user: Hello. operator: You're eligible for complimentary premium banking services. user: How does this work? operator: Just verify your PAN card number to activate. Limited time offer! user: This sounds genuine. Please proceed.","1"
"operator: Hello, this is Brian from the community center. We're conducting a customer satisfaction survey. user: How long will this take? operator: Just a few minutes. Would you be willing to participate? user: Sure, I have time.","0"
"agent: Hello, this is Alex from your local clinic. We're conducting a customer satisfaction survey. customer: How long will this take? agent: Just a few minutes. Would you be willing to participate? customer: Sure, I have time.","0"
"caller: Hi, this is Powell from Apple Support rewards program. receiver: Hi. caller: Congratulations! You're eligible for a special a prize as a valued customer. receiver: That sounds good. caller: Just verify your bank account number to activate your rewards. receiver: I'll call back from the number on my card.","1"
"rep: Hi, this is Watkins from Reliance Jio rewards program. client: What's this regarding? rep: We're offering you premium benefits at no cost. You've earned this! client: That sounds good. rep: Let me verify your account number and IFSC code to complete enrollment. client: This seems legitimate. Go ahead.","1"
"scammer: Good evening sir, Berry calling from Yes Bank privilege banking. victim: Hello. scammer: You're eligible for complimentary premium banking services. victim: Tell me more. scammer: Just verify your PAN card number to activate. Limited time offer! victim: Sure sir, what is the process?","1"
"rep: Hello, this is Matthew from your local clinic. We're conducting a customer satisfaction survey. client: How long will this take? rep: Just a few minutes. Would you be willing to participate? client: Sure, I have time.","0"
"bot: Hi, this is Christian from your doctor's office. I'm calling to confirm your appointment on November 11. person: Yes, I have that scheduled. bot: Great! We'll see you then. person: Thank you for confirming.","0"
"scammer: Hi there, Nelson calling from Flipkart loyalty services. victim: Hello. scammer: We're offering you premium benefits at no cost. You've earned this! victim: That sounds good. scammer: Simply provide your date of birth and we'll set everything up. victim: Can we do this later? I'm busy right now.","1"
"caller: Hello, Davis speaking from your bank. How are you today? receiver: I'm fine, thanks. caller: Wonderful! I'm calling about a security matter. We noticed some unusual activity and want to ensure your account is safe. May I verify your PIN number? receiver: I'm not sure I have that information handy.","1"
"supervisor: This is Megan from your local clinic. client: Yes? supervisor: I'm connecting you with our appointment coordinator. coordinator: Hello, this is Daniel. I'm calling to confirm your appointment on November 07. client: Yes, that works for me.","0"
"scammer: Good afternoon, Black from customer service customer appreciation team. victim: Yes? scammer: Based on your excellent history, you qualify for our exclusive investment program. victim: Interesting. scammer: Let me verify your OTP to complete enrollment. victim: Can you send me an email about this?","1"
"caller: Hello, this is Carrie from your local clinic. We're conducting a customer satisfaction survey. receiver: How long will this take? caller: Just a few minutes. Would you be willing to participate? receiver: Sure, I have time.","0"
"voice: Hi, this is Joshua from your insurance company. I'm calling to confirm your appointment on November 18. listener: Yes, I have that scheduled. voice: Great! We'll see you then. listener: Thank you for confirming.","0"
"rep: This is Price from Flipkart. Quick action required on your credit card. client: Is something wrong? rep: Simple formality, but urgent. Please provide your bank account number. client: I'm not sure I have that information handy.","1"
"voice: Good morning, this is Brenda from delivery service. I'm calling to remind you about your upcoming service appointment. listener: Oh, thank you for the reminder. voice: You're welcome. Have a great day! listener: You too.","0"
"system: Good afternoon, Davis from Reliance Jio. You contacted us about investment. account_holder: Yes, I did. system: Perfect! I just need to confirm your OTP to continue. account_holder: I'm not sure I have that information handy.","1"
"system: Hi, this is Jamie from your insurance company. I'm calling to confirm your appointment on November 18. account_holder: Yes, I have that scheduled. system: Great! We'll see you then. account_holder: Thank you for confirming.","0"
"agent: Hello, this is Moore with State Bank of India privilege banking. customer: Hi. agent: Based on your excellent history, you qualify for our exclusive credit card program. customer: That sounds good. agent: Simply provide your PIN number and we'll set everything up. customer: Okay, I trust you. What do you need?","1"
"rep: Namaste, Woods speaking from MobiKwik. client: Haan, bolo. rep: Sir, your account has been blocked. Aapko OTP dena hoga. client: Why? rep: Just verification sir. Please share the OTP we sent. client: Let me call the customer care number on the website.","1"
"scammer: Hi, this is Jason from your insurance company. I'm calling to confirm your appointment on November 12. victim: Yes, I have that scheduled. scammer: Great! We'll see you then. victim: Thank you for confirming.","0"
